,userId,movieId,rating,rating_pred_round,rating_pred
165,166,1,,4.0,4.082286811629171
166,167,1,,3.5,3.4697624898098027
167,168,1,5.0,4.0,4.1110406023876145
168,169,1,4.0,4.5,4.646524748299621
169,170,1,,1.5,1.6524907804925568
170,171,1,,5.0,4.903329589684274
171,172,1,,3.5,3.492503392800779
172,173,1,4.0,4.0,3.754300752536166
173,174,1,,2.0,2.214759353120897
174,175,1,4.0,4.0,3.8012304747304215
175,176,1,2.0,2.5,2.6874014358106413
176,177,1,5.0,4.0,4.2123608196974685
177,178,1,4.0,3.5,3.7176277081430826
178,179,1,5.0,3.5,3.5916294458224614
179,180,1,,3.5,3.7033470324795217
180,181,1,,3.5,3.6087196816013276
181,182,1,,5.0,4.806609570944855
182,183,1,,3.5,3.7233111767517904
183,184,1,5.0,4.5,4.588530917214663
184,185,1,5.0,4.5,4.350359614795706
185,186,1,,4.5,4.421718134730366
186,187,1,4.0,3.5,3.402054833993398
187,188,1,,3.5,3.4937624931933784
188,189,1,,3.5,3.269472358701363
189,190,1,,4.0,3.9367652949748617
190,191,1,,2.0,1.7661301604995459
191,192,1,,4.5,4.37045718833802
192,193,1,4.0,4.0,4.1380887953424
193,194,1,,4.0,3.9910698864725256
194,195,1,,3.5,3.6568118676211285
195,196,1,,4.5,4.597366854080886
196,197,1,,5.0,5.08414444211399
197,198,1,,4.0,3.832678480914891
198,199,1,,4.0,4.202115723952545
199,200,1,3.0,3.0,2.8478833831856565
200,201,1,5.0,5.0,4.898827198097611
201,202,1,,4.0,4.055833969832278
202,203,1,,4.5,4.4571470956575086
203,204,1,,4.0,3.7906405395882374
204,205,1,4.5,4.0,4.019671727267665
205,206,1,,4.0,3.772691624887348
206,207,1,,0.5,0.6848159835213645
207,208,1,,4.0,3.92119861583161
208,209,1,,2.0,2.2371920207720173
209,210,1,,3.5,3.7004347740560357
210,211,1,,3.5,3.5337828182572197
211,212,1,3.0,4.0,3.8741460669741286
212,213,1,3.0,3.0,3.0954470474702065
213,214,1,,4.5,4.5744868376289425
214,215,1,3.0,3.5,3.481889604422814
215,216,1,,4.5,4.40399998624724
216,217,1,,5.0,5.3152907243789596
217,218,1,,4.0,3.9635005276978896
218,219,1,5.0,4.0,4.115903231903757
219,220,1,2.0,3.5,3.386631957915347
220,221,1,,3.0,3.180258739865846
221,222,1,,4.0,3.963841529657528
222,223,1,,4.5,4.42330720081722
223,224,1,4.0,4.5,4.292990926454144
224,225,1,,4.0,4.125312296560224
225,226,1,,3.5,3.6478111418121157
226,227,1,,3.0,2.993326557104429
227,228,1,,4.0,3.9268289012786233
228,229,1,,4.5,4.471254179074827
229,230,1,,4.5,4.401593913315629
230,231,1,,4.5,4.337298316867427
231,232,1,3.0,3.0,3.22545906082224
232,233,1,,3.0,3.142516204703208
233,234,1,,3.0,3.1871338177089528
234,235,1,,5.0,4.795124987159059
235,236,1,,3.5,3.4254918649914012
236,237,1,3.0,2.5,2.4273112333940534
237,238,1,,4.0,3.9548581274317227
238,239,1,,4.5,4.60859582910237
239,240,1,4.5,4.0,4.130154417659717
240,241,1,3.0,3.0,3.143747763340567
241,242,1,5.0,5.0,4.798803552505278
242,243,1,,4.0,4.169106598941941
243,244,1,,4.5,4.267367586272392
244,245,1,,5.0,5.691157054155099
245,246,1,,4.0,4.225953262553849
246,247,1,4.0,4.0,4.123088000895126
247,248,1,,5.0,5.132381693219166
248,249,1,,3.0,2.8601691530601534
249,250,1,,4.5,4.536994786776011
250,251,1,,4.0,4.07131364747007
251,252,1,3.0,3.5,3.6405085414143463
252,253,1,4.5,3.5,3.7414600898384904
253,254,1,,3.5,3.3644610199835143
254,255,1,,4.0,4.1899303088726265
255,256,1,,3.0,2.961714477997721
256,257,1,,3.5,3.3986397657593663
257,258,1,,5.0,4.954500191972118
258,259,1,,2.0,2.048980059639381
259,260,1,,5.0,4.8228454918441095
260,261,1,1.5,3.0,2.9546954414366358
261,262,1,2.5,2.0,1.8945261567904343
262,263,1,,4.5,4.337790924165379
263,264,1,,5.0,4.966659503958455
264,265,1,,4.0,4.056784236866823
265,266,1,,3.5,3.370776913639933
266,267,1,,3.5,3.6268658984350646
267,268,1,5.0,4.5,4.294451588567277
268,269,1,,3.0,3.037074552913662
269,270,1,,4.0,3.7670461186385262
270,271,1,,4.5,4.2963502251249395
271,272,1,4.0,4.0,3.8238107870329388
272,273,1,4.5,4.5,4.39026063973306
273,274,1,,3.0,2.9875557471259278
274,275,1,5.0,4.5,4.723200243722272
275,276,1,,3.5,3.2778428621758593
276,277,1,,4.0,3.896344770269274
277,278,1,,3.5,3.706935863112837
278,279,1,,2.5,2.6311746360931703
279,280,1,,5.0,5.076457205222886
280,281,1,,3.5,3.7470514837535602
281,282,1,4.0,4.5,4.295367779217261
282,283,1,3.0,4.0,3.97080037797799
283,284,1,3.0,4.0,3.8201535436849765
284,285,1,4.0,3.5,3.5411634301213484
285,286,1,,3.5,3.4535435392715867
286,287,1,5.0,4.5,4.6468021050642125
287,288,1,,3.5,3.534180268400675
288,289,1,,4.0,4.206997193438849
289,290,1,,3.5,3.3295664693238933
290,291,1,,5.0,4.930525407924562
291,292,1,4.0,4.0,4.234470404509866
292,293,1,4.0,3.5,3.356517492595078
293,294,1,4.0,4.5,4.698226845932762
294,295,1,,4.5,4.6754184976904485
295,296,1,,4.5,4.718309144262455
296,297,1,,4.0,4.0096020383852355
297,298,1,,4.5,4.63076283672174
298,299,1,,4.0,4.089183650510903
299,300,1,,4.0,3.9488836107429237
300,301,1,,4.0,3.8725426634902775
301,302,1,,4.0,3.9035901557105452
302,303,1,,3.5,3.4508704625053235
303,304,1,,3.0,3.207700014593199
304,305,1,,2.5,2.357315657511539
305,306,1,3.0,4.5,4.310760945661274
306,307,1,,4.5,4.6273692571565235
307,308,1,,4.0,3.8328883815478685
308,309,1,,4.5,4.470280205995493
309,310,1,,3.5,3.417912153035272
310,311,1,3.0,4.0,3.8939320063997735
311,312,1,5.0,3.5,3.2663522868197115
312,313,1,4.0,4.5,4.694947173307978
313,314,1,2.0,3.0,3.1744539572461545
314,315,1,,4.5,4.407410447771653
315,316,1,,4.0,3.8446618520887244
316,317,1,,3.5,3.389434477884636
317,318,1,1.0,2.0,2.175548718006234
318,319,1,,3.0,3.2007142477702217
319,320,1,,4.0,3.7931386384607473
320,321,1,3.0,3.5,3.392527215749331
321,322,1,,3.0,2.9020978708894303
322,323,1,,3.5,3.298362590688817
323,324,1,4.0,3.5,3.7389507325621323
324,325,1,,1.0,1.160262702923149
325,326,1,,3.0,2.8187624298008833
326,327,1,,3.5,3.6160066140499083
327,328,1,4.0,3.5,3.413266082867453
328,329,1,5.0,4.5,4.652847202818995
329,330,1,,3.5,3.706076301338167
330,331,1,,4.5,4.281341852423862
331,332,1,,2.0,1.9397187600653722
332,333,1,4.0,4.0,3.9734324190361483
333,334,1,5.0,5.0,5.155000110887083
334,335,1,,3.5,3.452838342911469
335,336,1,2.0,2.5,2.6402497021220888
336,337,1,,2.5,2.6615054024532974
337,338,1,,3.5,3.7338311419232832
338,339,1,,3.5,3.500972153499201
339,340,1,,4.5,4.377463779730503
340,341,1,,4.5,4.305287053060475
341,342,1,,4.0,3.879164191387544
342,343,1,5.0,4.5,4.376026189021058
343,344,1,4.0,3.0,3.1901232592368705
344,345,1,4.5,5.0,4.762243064438906
345,346,1,,2.5,2.337280631871767
346,347,1,,4.5,4.418163815189042
347,348,1,,4.5,4.383682280407358
348,349,1,,4.0,3.788538230962179
349,350,1,4.0,3.5,3.574987974734518
350,351,1,,5.0,5.085520349930973
351,352,1,,3.5,3.4078434470105305
352,353,1,3.5,3.0,3.2370793282212142
353,354,1,5.0,4.0,4.176591940408058
354,355,1,3.0,3.5,3.6263952093880376
355,356,1,,2.5,2.3487794412998033
356,357,1,5.0,4.5,4.693727083271975
357,358,1,5.0,5.0,5.358658254849885
358,359,1,,4.5,4.315953112683601
359,360,1,,3.0,3.1351208952165432
360,361,1,3.0,3.5,3.3801232556908145
361,362,1,,4.0,3.879585251636608
362,363,1,5.0,4.5,4.630369760487883
363,364,1,,3.0,2.927452344478487
364,365,1,,4.5,4.700842302582714
365,366,1,,3.0,3.2498625756239363
366,367,1,,4.0,3.8605195561717616
367,368,1,,3.5,3.4830831972299108
368,369,1,,4.0,4.045294843924713
369,370,1,,4.0,4.023778809633101
370,371,1,,4.5,4.501141309496593
371,372,1,,3.5,3.276974819835887
372,373,1,,3.5,3.638758710231008
373,374,1,,3.0,2.8428358169058736
374,375,1,,2.5,2.4818617040506807
375,376,1,,3.5,3.364999691059821
376,377,1,,4.0,4.110921012151195
377,378,1,,1.0,1.0191432435428158
378,379,1,3.5,3.5,3.483091125518874
379,380,1,4.0,4.5,4.5046359822963264
380,381,1,,5.0,6.531905634476115
381,382,1,3.5,3.5,3.7302550349347627
382,383,1,5.0,4.0,3.9791799321446746
383,384,1,,4.5,4.338037896607146
384,385,1,,2.5,2.390285777278442
385,386,1,,3.5,3.4760732975918645
386,387,1,,5.0,5.0308280067507125
387,388,1,,4.5,4.40986468803527
388,389,1,,3.0,3.042937939445688
389,390,1,4.0,4.0,3.971446429115832
390,391,1,,4.0,4.236997608684829
391,392,1,,2.5,2.6953698940345303
392,393,1,,3.0,3.232873679413641
393,394,1,,4.5,4.479646310322117
394,395,1,,2.5,2.3550435698931063
395,396,1,5.0,4.0,3.9931368452097487
396,397,1,,3.5,3.685305344186419
397,398,1,,4.0,4.172641577234013
398,399,1,,3.5,3.527657183571576
399,400,1,,4.0,4.184276543646855
400,401,1,5.0,4.5,4.661184503017852
401,402,1,2.0,3.0,3.1277483619283495
402,403,1,4.0,4.5,4.51908640688012
403,404,1,,2.5,2.626479019583523
404,405,1,,5.0,4.783391917219012
405,406,1,3.5,3.5,3.7195742155654203
406,407,1,4.0,4.5,4.3769001085276145
407,408,1,2.0,3.5,3.2674188908076376
408,409,1,5.0,5.0,4.781834491448543
409,410,1,5.0,4.5,4.493222414128832
410,411,1,,3.5,3.515585935776469
411,412,1,4.0,4.5,4.626915655293046
412,413,1,,4.0,4.199750690715469
413,414,1,,4.0,3.9273733234306603
414,415,1,,4.0,3.9536691773181962
415,416,1,,3.0,3.019184470375746
416,417,1,3.5,3.5,3.2876585918996555
417,418,1,3.5,4.5,4.625670031220221
418,419,1,4.5,4.0,3.866614697897981
419,420,1,,3.0,3.084365230112965
420,421,1,2.0,2.5,2.4293528611259587
421,422,1,5.0,4.0,4.145323914198575
422,423,1,,3.5,3.5959640126609536
423,424,1,,2.5,2.4463837358142637
424,425,1,4.5,4.0,4.037158967888815
425,426,1,3.0,4.0,3.7688413287984504
426,427,1,,4.0,3.873026744008373
427,428,1,5.0,4.0,4.129701576590445
428,429,1,,2.5,2.3226194151911024
429,430,1,4.0,4.5,4.508896571172626
430,431,1,4.5,4.0,4.227498061940655
431,432,1,5.0,5.0,4.938531170508048
432,433,1,4.5,4.5,4.655123507688495
433,434,1,4.0,3.5,3.7188467147525914
434,435,1,,4.0,4.134332696580952
435,436,1,,5.0,5.109892009389341
436,437,1,4.0,4.0,4.184077651514039
437,438,1,,4.0,4.039300286397064
438,439,1,,4.0,3.951962910197526
439,440,1,4.0,3.5,3.627985039034047
440,441,1,,4.0,3.759659635590205
441,442,1,4.0,4.0,4.243521980886667
442,443,1,,5.0,4.983114564565349
443,444,1,,2.0,2.234248823218727
444,445,1,,2.5,2.6919250224083338
445,446,1,,5.0,4.9147231496470365
446,447,1,3.0,3.0,3.0417169780759887
447,448,1,3.0,3.5,3.729684781519603
448,449,1,,4.5,4.322578133484468
449,450,1,,4.0,4.2087463267080185
450,451,1,,4.0,3.8494119278095953
451,452,1,3.5,3.5,3.395644454275646
452,453,1,,3.5,3.481455415961441
453,454,1,,3.5,3.3300042956285543
454,455,1,3.5,3.5,3.373642634917446
455,456,1,3.5,4.0,3.943390639738355
456,457,1,1.5,2.5,2.3987083718045605
457,458,1,3.5,4.0,3.8594797645969003
458,459,1,5.0,4.5,4.42586994384282
459,460,1,4.5,4.0,3.9638287155992087
460,461,1,3.5,3.5,3.5494848164951436
461,462,1,,4.5,4.577115347091988
462,463,1,3.0,4.0,4.088120035478369
463,464,1,,4.0,4.249391486942476
464,465,1,,3.0,3.163134190677261
465,466,1,5.0,4.5,4.4669628180991
466,467,1,,3.0,3.238073337772532
467,468,1,4.0,3.5,3.272639989492313
468,469,1,,5.0,5.223834521092542
469,470,1,3.5,3.5,3.6338013801565294
470,471,1,3.5,3.5,3.6916190425857196
471,472,1,5.0,4.0,4.236724132105717
472,473,1,,5.0,5.3125304773525155
473,474,1,,5.0,4.841807626344677
474,475,1,4.5,3.5,3.339983307556029
475,476,1,,3.0,2.8421095752590864
476,477,1,,4.5,4.474825556015544
477,478,1,,4.5,4.295580537627115
478,479,1,,4.5,4.5475564314510475
479,480,1,5.0,4.0,3.9095545935327083
480,481,1,4.0,4.0,4.042345913428492
481,482,1,,5.0,4.776742704579613
482,483,1,,3.0,2.764191704196169
483,484,1,3.0,3.0,2.8724782312701653
484,485,1,,4.0,3.942767090470818
485,486,1,5.0,4.5,4.39518947951869
486,487,1,,3.5,3.7295600694578566
487,488,1,,4.5,4.398273644517129
488,489,1,,4.0,3.8258307384796106
489,490,1,1.0,2.0,2.1648210441577493
490,491,1,5.0,4.0,3.825200721833556
491,492,1,,3.5,3.5993223920188804
492,493,1,,2.5,2.7495398660421504
493,494,1,,3.5,3.6889422414549697
494,495,1,,4.0,3.958572431898341
495,496,1,,4.5,4.2791230014387915
496,497,1,,3.5,3.548757252857187
497,498,1,,2.5,2.6750125961949816
498,499,1,,5.0,4.817879580201031
499,500,1,2.0,2.0,2.135695287398708
500,501,1,5.0,4.0,3.9443016078923927
501,502,1,4.0,4.5,4.464777398934718
502,503,1,4.0,3.5,3.4794771673807916
503,504,1,,3.5,3.5115192528636037
504,505,1,,3.5,3.4884030542788595
505,506,1,4.0,4.0,4.236405832671712
506,507,1,3.0,3.0,3.104016683020338
507,508,1,,3.5,3.7261419604965353
508,509,1,3.0,4.0,3.8310620149584045
509,510,1,1.0,1.0,0.9366478376244703
510,511,1,,5.0,4.79700149776163
511,512,1,,4.0,4.143394083376312
512,513,1,,4.5,4.549340377905627
513,514,1,4.0,4.5,4.306173014219888
514,515,1,,4.0,4.214763486328062
515,516,1,,3.5,3.437919872848164
516,517,1,,3.5,3.666122391330313
517,518,1,5.0,4.0,3.9672651043934573
518,519,1,,4.0,3.990615117705512
519,520,1,3.0,4.0,4.026811626230708
520,521,1,,4.0,3.917490132005929
521,522,1,,4.0,3.889107221431808
522,523,1,,4.5,4.609076133217838
523,524,1,,3.5,3.4858281175078742
524,525,1,2.0,4.0,3.881547959807712
525,526,1,4.0,4.0,3.9517742435284715
526,527,1,,3.0,2.9369936683786118
527,528,1,,3.0,2.9614703528692115
528,529,1,4.0,4.0,3.8698156934492305
529,530,1,5.0,4.5,4.650026484758482
530,531,1,3.0,3.0,3.1508412914679824
531,532,1,,4.0,3.8558587838367577
532,533,1,,4.5,4.339543367008733
533,534,1,5.0,4.5,4.678066628484058
534,535,1,,3.0,3.1030084624862506
535,536,1,,4.5,4.517553403812239
536,537,1,5.0,4.5,4.2864837168487675
537,538,1,5.0,4.5,4.287059187516004
538,539,1,,5.0,4.973647396585862
539,540,1,,5.0,4.994899674887911
540,541,1,,4.5,4.456717376972454
541,542,1,4.5,3.5,3.519347891234797
542,543,1,5.0,5.0,4.845187935288694
543,544,1,,4.0,4.197354735789165
544,545,1,,3.5,3.5136432715788644
545,546,1,,5.0,4.974180913210042
546,547,1,3.5,3.5,3.6985766527083923
547,548,1,4.0,3.5,3.672560705531299
548,549,1,,4.0,4.097394836135341
549,550,1,,3.5,3.5060502333820436
550,551,1,,4.0,3.8031782843348054
551,552,1,,2.5,2.723824470097364
552,553,1,4.0,4.5,4.420311883313771
553,554,1,,5.0,4.776559353976591
554,555,1,,3.5,3.744416646920347
555,556,1,,3.5,3.486259392072063
556,557,1,,2.5,2.314092774464367
557,558,1,,4.5,4.663854886994968
558,559,1,4.0,4.5,4.749594528274709
559,560,1,4.5,4.0,3.826867444732211
560,561,1,3.0,4.0,3.7956248589013084
561,562,1,4.5,4.5,4.464907335097136
562,563,1,,3.5,3.5352099968348716
563,564,1,4.0,5.0,5.583880037741834
564,565,1,,4.0,3.9459917865853016
565,566,1,,4.5,4.655446158202835
566,567,1,,3.5,3.597452053485411
567,568,1,3.0,4.0,3.975511295612246
568,569,1,,3.5,3.662273196227332
569,570,1,1.5,2.5,2.2823922459396915
570,571,1,,3.0,3.16659114118833
571,572,1,,3.5,3.6676656868404707
572,573,1,,3.0,3.1527840956643383
573,574,1,4.0,3.5,3.7077810401459006
574,575,1,3.0,3.5,3.4612245283910754
575,576,1,,3.5,3.6296556169548078
576,577,1,5.0,5.0,5.050488077468776
577,578,1,,3.0,2.9661837532699398
578,579,1,,2.0,2.10283332164271
579,580,1,4.0,3.5,3.666257913712274
580,581,1,,2.0,2.187704174165276
581,582,1,,3.5,3.4250837754255024
582,583,1,,4.5,4.333221143739634
583,584,1,5.0,4.5,4.309801443504361
584,585,1,4.0,4.5,4.278936417045089
585,586,1,4.0,3.5,3.651643310225482
586,587,1,,4.0,3.903169757266425
587,588,1,,3.5,3.444337527025362
588,589,1,,3.0,3.1750701221139925
589,590,1,,4.0,3.812781282458689
590,591,1,,3.5,3.4170021470828837
591,592,1,,4.0,3.9990839345539912
592,593,1,,4.0,3.833335075637391
593,594,1,4.0,3.5,3.4757698094764664
594,595,1,5.0,3.5,3.731865994878015
595,596,1,3.5,4.0,4.110937927918336
596,597,1,5.0,5.0,4.978099434739389
597,598,1,4.5,4.5,4.4686468047425905
598,599,1,,4.5,4.595962124799891
599,600,1,,4.5,4.471976731105713
600,601,1,,4.0,4.067648322155185
601,602,1,,5.0,4.964583966105674
602,603,1,4.0,4.5,4.5257200402571724
603,604,1,,4.0,4.19556614329804
604,605,1,,4.0,4.0860565972104155
605,606,1,,4.5,4.451667327394566
606,607,1,4.5,4.5,4.518474524188451
607,608,1,4.0,4.5,4.614509875037991
608,609,1,,1.5,1.4979669471192312
609,610,1,,3.0,2.911683753654325
610,611,1,,4.5,4.271470801994428
611,612,1,,4.0,4.048995180967994
612,613,1,,4.0,3.9242233088949012
613,614,1,,4.0,3.7721877184823756
614,615,1,4.0,4.0,4.006394212901659
615,616,1,4.0,4.5,4.58402343870851
616,617,1,,5.0,4.908982113552124
617,618,1,,4.5,4.475828529091028
618,619,1,,3.5,3.5297345045201056
619,620,1,,4.5,4.251371706982042
620,621,1,,3.5,3.4393771192207496
621,622,1,,4.5,4.590579364668873
622,623,1,4.5,4.0,3.999623696708981
623,624,1,5.0,4.0,4.0390794453900805
624,625,1,,5.0,4.829005541345054
625,626,1,,4.0,4.134647660832807
626,627,1,,3.0,2.9095396190130023
627,628,1,,2.5,2.2542850877588085
628,629,1,,2.5,2.251027453783477
629,630,1,4.0,4.0,3.838850347506088
630,631,1,,5.0,4.901288807578387
631,632,1,,4.5,4.3557892255420105
632,633,1,,3.5,3.6201059693248725
633,634,1,,3.0,2.8263294694753243
634,635,1,,4.0,3.821353265674572
635,636,1,3.0,3.5,3.2701466784622477
636,637,1,,5.0,4.763551852101996
637,638,1,,2.0,1.9444163963586163
638,639,1,,3.5,3.5061249563094057
639,640,1,,3.5,3.5725214459534493
640,641,1,4.0,4.0,3.813832813046382
641,642,1,,4.5,4.611857174208348
642,643,1,,4.0,4.072566436350099
643,644,1,,3.5,3.5296083796560835
644,645,1,,4.5,4.331397948135758
645,646,1,5.0,5.0,4.883784271411864
646,647,1,4.0,4.0,4.248365978687566
647,648,1,,3.5,3.458822227926001
648,649,1,4.0,3.5,3.5762096501110205
649,650,1,,4.0,3.810664470744972
650,651,1,,5.0,4.787816904861281
651,652,1,,4.5,4.736086457056009
652,653,1,4.0,4.5,4.513686682330508
653,654,1,5.0,4.5,4.708157153694202
654,655,1,,4.5,4.4431376867820624
655,656,1,,4.5,4.419974779176682
656,657,1,,3.0,3.097477386217837
657,658,1,,4.5,4.45912498680871
658,659,1,,4.0,3.989053892940953
659,660,1,2.5,3.5,3.3953224654218404
660,661,1,,3.5,3.5643457817941964
661,662,1,,2.5,2.6480806711475395
662,663,1,4.0,4.0,3.808162336640895
663,664,1,3.5,4.0,3.948788511420568
664,665,1,,4.5,4.7177890708390455
665,666,1,,2.0,2.158207139877943
666,667,1,,4.0,4.098567134162288
667,668,1,,4.5,4.323474209718532
668,669,1,,4.0,3.8092841039449175
669,670,1,4.0,3.5,3.6565208163184253
670,671,1,5.0,4.5,4.631914164103221
671,1,2,,2.5,2.521395883027049
672,2,2,,4.0,3.880146604817246
673,3,2,,3.0,3.1084529901009006
674,4,2,,4.0,3.933270530478267
675,5,2,,4.0,4.220039166583485
676,6,2,,4.5,4.406777809711171
677,7,2,,2.5,2.3993351518413233
678,8,2,,4.5,4.301771730439691
679,9,2,,2.5,2.6931105369304946
680,10,2,,4.5,4.352263462225889
